school Name,sex,age,address,famsize,parent's cohabitation status,mother's education,father's education,mother's job,father's job,reason to choose this school,guardian,traveltime,studytime,failures,extra educational support,family educational support,extra paid classes,extra-curricular activities,attended nursery,wants to take higher education,internet,romantic,family relationship,freetime,going out with friends,daily alcohol consumption,weekend alcohol consumption,health,absences,Assignments grade,Midterm grade,Final Grade,Total Grades,Daily alcohol label,going out with friends label,famrel label
GP,M,16,urban,Greater than 3,living together,higher education,higher education,teacher,teacher,near to home,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,Excellent,16,10,12,11,33,Very High,Very High,Good
GP,M,15,urban,Greater than 3,living together,higher education,higher education,health,services,near to home,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,5,4,2,3,4,Excellent,0,9,11,12,32,Moderate,Low,Excellent
GP,M,15,urban,Less than 3,apart,higher education,middle education,health,health,other,father,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,1,no,no,no,no,yes,yes,no,no,5,5,5,3,4,Excellent,6,11,11,10,32,Moderate,Very High,Excellent
GP,F,15,urban,Less than 3,apart,secondary education,secondary education,other,other,other,mother,less than 15 min,<2 to 5 hours hours,0,no,no,yes,no,yes,yes,yes,no,5,3,4,4,4,Very bad,6,10,13,13,36,High,High,Excellent
GP,F,16,urban,Greater than 3,living together,primary education,primary education,services,services,course,father,greather than 1 hour,<2 to 5 hours hours,0,yes,yes,no,yes,no,yes,yes,yes,5,5,5,5,5,Excellent,6,10,8,11,29,Very High,Very High,Excellent
GP,M,15,urban,Greater than 3,apart,higher education,higher education,other,services,reputation,mother,less than 15 min,>10 hours,0,no,yes,no,yes,no,yes,yes,yes,1,3,3,5,5,Average,4,13,13,12,38,Very High,Moderate,Very Bad
GP,M,16,urban,Less than 3,apart,higher education,higher education,teacher,health,reputation,mother,less than 15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,4,1,3,3,5,Excellent,18,8,6,7,21,Moderate,Moderate,Good
GP,M,16,urban,Greater than 3,living together,higher education,higher education,services,services,other,mother,less than 15 min,<2 to 5 hours hours,0,yes,yes,yes,yes,yes,yes,yes,no,4,5,5,5,5,Good,14,7,7,5,19,Very High,Very High,Good
GP,M,15,rural,Greater than 3,living together,higher education,higher education,other,other,near to home,father,greather than 1 hour,>10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,1,3,5,3,5,Very bad,6,10,13,13,36,Moderate,Very High,Very Bad
GP,M,15,urban,Greater than 3,living together,secondary education,higher education,services,services,near to home,father,less than 15 min,<2 to 5 hours hours,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,Excellent,0,13,13,12,38,Moderate,Very High,Excellent
GP,F,16,urban,Less than 3,living together,primary education,primary education,at_home,at_home,course,mother,less than 15 min,<2 to 5 hours hours,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,Very bad,2,14,14,13,41,Moderate,High,Average
GP,M,16,urban,Less than 3,living together,middle education,primary education,at_home,other,course,mother,less than 15 min,<2 to 5 hours hours,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,Excellent,6,12,13,14,39,Moderate,High,Good
GP,M,17,rural,Less than 3,living together,primary education,middle education,other,other,reputation,mother,less than 15 min,<2 to 5 hours hours,0,no,no,no,no,yes,yes,no,no,2,2,2,3,3,Excellent,8,16,12,13,41,Moderate,Low,Bad
GP,M,16,urban,Greater than 3,living together,secondary education,secondary education,other,services,course,father,less than 15 min,2 to 5 hours,1,no,yes,yes,no,yes,yes,yes,yes,4,5,5,4,4,Excellent,4,10,12,12,34,High,Very High,Good
GP,M,17,urban,Less than 3,living together,higher education,secondary education,teacher,other,course,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,Good,4,10,9,9,28,High,High,Good
GP,M,16,rural,Greater than 3,living together,higher education,middle education,teacher,services,other,mother,less than 15 min,<2 to 5 hours hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,Average,10,10,8,9,27,Moderate,Moderate,Good
GP,M,17,urban,Greater than 3,living together,primary education,middle education,at_home,services,other,other,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,Excellent,12,7,8,8,23,High,High,Good
GP,M,16,rural,Greater than 3,living together,secondary education,secondary education,services,services,reputation,mother,less than 15 min,<2 to 5 hours hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,Excellent,8,8,9,10,27,Moderate,Low,Good
GP,M,16,rural,Less than 3,living together,secondary education,secondary education,teacher,other,near to home,father,30 min to 1 hour,<2 to 5 hours hours,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,Average,8,9,9,10,28,Moderate,High,Average
GP,F,17,urban,Greater than 3,living together,secondary education,higher education,at_home,services,near to home,mother,less than 15 min,5 to 10 hours,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,Excellent,28,10,9,9,28,Moderate,Moderate,Good
GP,M,17,urban,Less than 3,living together,higher education,higher education,services,other,near to home,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,Average,13,12,12,13,37,High,Very High,Excellent
GP,M,18,urban,Greater than 3,living together,middle education,middle education,other,other,near to home,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,Good,0,12,13,13,38,Very High,Moderate,Average
GP,M,18,urban,Less than 3,living together,middle education,primary education,at_home,other,course,mother,greather than 1 hour,2 to 5 hours,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,Average,14,10,8,9,27,High,Low,Good
GP,M,17,urban,Less than 3,living together,middle education,middle education,other,other,near to home,father,less than 15 min,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,Good,4,14,13,13,40,Very High,Low,Good
GP,M,18,urban,Greater than 3,living together,middle education,middle education,other,services,reputation,father,less than 15 min,2 to 5 hours,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,Bad,0,7,7,0,14,Moderate,High,Excellent
GP,M,22,urban,Greater than 3,living together,secondary education,primary education,services,services,other,mother,less than 15 min,<2 to 5 hours hours,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,Very bad,16,6,8,8,22,Very High,Very High,Excellent
GP,M,18,rural,Less than 3,apart,secondary education,higher education,other,other,reputation,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,Very bad,13,17,17,17,51,Moderate,Very High,Good
GP,M,17,urban,Greater than 3,living together,secondary education,primary education,services,other,other,mother,less than 15 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,Excellent,2,9,9,10,28,Moderate,High,Excellent
GP,F,19,urban,Greater than 3,living together,secondary education,secondary education,other,services,near to home,other,less than 15 min,2 to 5 hours,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,Excellent,15,9,9,9,27,Moderate,Very High,Good
GP,M,17,urban,Less than 3,apart,secondary education,middle education,teacher,services,near to home,mother,less than 15 min,<2 to 5 hours hours,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,Average,19,11,9,10,30,Moderate,High,Good
GP,F,18,urban,Greater than 3,living together,higher education,higher education,teacher,other,course,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,Excellent,2,11,11,11,33,Moderate,High,Good
GP,M,17,urban,Greater than 3,living together,secondary education,secondary education,other,services,reputation,mother,less than 15 min,<2 to 5 hours hours,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,Excellent,3,14,15,16,45,Moderate,Very High,Good
GP,M,17,rural,Greater than 3,living together,middle education,middle education,services,other,course,mother,greather than 1 hour,<2 to 5 hours hours,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,Good,8,11,10,10,31,Very High,Very High,Good
MS,M,18,rural,Greater than 3,living together,secondary education,middle education,other,other,course,mother,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,Excellent,10,11,13,13,37,Very High,Very High,Bad
MS,M,19,rural,Greater than 3,living together,primary education,primary education,other,services,near to home,other,30 min to 1 hour,2 to 5 hours,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,Bad,8,8,7,8,23,Moderate,High,Excellent
MS,M,19,rural,Greater than 3,living together,primary education,primary education,other,other,near to home,other,30 min to 1 hour,<2 to 5 hours hours,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,Excellent,4,8,8,8,24,Moderate,High,Good
MS,F,18,rural,Greater than 3,living together,higher education,higher education,other,teacher,other,father,30 min to 1 hour,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,Excellent,10,14,12,11,37,High,Low,Average
MS,F,18,rural,Less than 3,living together,higher education,higher education,teacher,services,course,mother,less than 15 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,Bad,4,8,9,10,27,Moderate,Moderate,Excellent
MS,M,18,rural,Greater than 3,living together,higher education,middle education,other,other,near to home,father,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,Average,14,6,5,5,16,High,Moderate,Excellent
MS,M,20,urban,Less than 3,apart,middle education,middle education,services,services,course,other,less than 15 min,2 to 5 hours,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,Good,11,9,9,9,27,High,High,Excellent
MS,M,17,urban,Less than 3,living together,secondary education,primary education,services,services,course,mother,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,Bad,3,14,16,16,46,Moderate,Very High,Bad
MS,M,21,rural,Greater than 3,living together,primary education,primary education,other,other,course,other,less than 15 min,<2 to 5 hours hours,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,Average,3,10,8,7,25,Moderate,Moderate,Excellent
MS,M,18,rural,Less than 3,living together,secondary education,middle education,services,other,course,mother,30 min to 1 hour,<2 to 5 hours hours,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,Excellent,0,11,12,10,33,Moderate,Very Low,Good
MS,M,19,urban,Less than 3,living together,primary education,primary education,other,at_home,course,father,less than 15 min,<2 to 5 hours hours,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,Excellent,5,8,9,9,26,Moderate,Moderate,Average
